Imagen,Num_ID_0_2,Num_ID_2,Area_media_2,Peso_Medio_2,Pes,Vta,num_gambas
OPMM_Subasta_2025-05-31_05_04_54.699_Imedea,120,18,1564.5,17.370406101661995,4.45,0415,256.1828418953444
OPMM_Subasta_2025-05-31_05_04_57.899_Imedea,115,6,1499.25,16.48040941751967,3.35,0416,203.27164909135982
OPMM_Subasta_2025-05-31_05_05_01.099_Imedea,108,8,1758.9375,20.44196751887764,3.75,0417,183.44613827103333
OPMM_Subasta_2025-05-31_05_05_04.099_Imedea,45,8,1327.5,13.709729427127625,3.8,0418,277.17541912102865
OPMM_Subasta_2025-05-31_05_11_25.303_Imedea,13,11,3194.909090909091,50.40836508761632,0.65,0487,12.894685214849066
OPMM_Subasta_2025-05-31_05_21_00.808_Imedea,65,11,1878.5454545454545,23.20022381826054,3.65,0606,157.32606842900978
OPMM_Subasta_2025-05-31_05_21_19.908_Imedea,116,7,1109.5714285714287,10.391133079611793,3.35,0610,322.39025083539343
OPMM_Subasta_2025-05-31_05_21_30.409_Imedea,103,13,1265.8076923076924,12.552384029283283,3.55,0612,282.8148016917148
OPMM_Subasta_2025-05-31_05_21_39.909_Imedea,56,3,3314.5,52.283191101259014,3.85,0614,73.6374333491532
OPMM_Subasta_2025-05-31_05_21_52.609_Imedea,79,7,2152.214285714286,27.395954554191558,3.05,0617,111.33030586566484
OPMM_Subasta_2025-05-31_05_21_56.709_Imedea,100,4,1508.0,16.286828434620315,3.55,0618,217.9675444025612
OPMM_Subasta_2025-05-31_05_22_04.109_Imedea,109,7,1241.4285714285713,12.404798638049954,4.05,0620,326.48655719224666
OPMM_Subasta_2025-05-31_05_22_26.309_Imedea,121,18,1179.5277777777778,11.32269219658847,3.45,0625,304.697852780939
OPMM_Subasta_2025-05-31_05_22_30.609_Imedea,117,11,1261.1363636363637,12.519363373204072,3.4,0626,271.5793046855098
OPMM_Subasta_2025-05-31_05_22_44.409_Imedea,87,6,1719.8333333333333,20.242504053651604,3.45,0628,170.43345975655836
OPMM_Subasta_2025-05-31_05_22_50.609_Imedea,97,5,1282.2,12.902820132490291,3.55,0629,275.1336501282249
OPMM_Subasta_2025-05-31_05_22_58.109_Imedea,70,9,2013.7777777777778,25.076988894465924,2.35,0631,93.7114104843188
OPMM_Subasta_2025-05-31_05_23_03.409_Imedea,103,7,1305.2857142857142,13.133910840971456,3.0,0632,228.4163518638675
OPMM_Subasta_2025-05-31_05_23_09.709_Imedea,115,14,1191.5357142857142,11.46725151651825,3.1,0634,270.33504894651855
OPMM_Subasta_2025-05-31_05_23_13.009_Imedea,102,13,1349.3846153846155,13.827459663944628,3.1,0635,224.1915778704682
OPMM_Subasta_2025-05-31_05_23_25.810_Imedea,94,11,1143.1818181818182,10.779748234594736,2.9,0638,269.0229805825354
OPMM_Subasta_2025-05-31_05_23_41.410_Imedea,105,10,1339.0,13.65653120916004,3.2,0642,234.32011767773201
OPMM_Subasta_2025-05-31_05_23_43.610_Imedea,93,9,1416.0,14.89309798404398,3.55,0643,238.3654498079153
OPMM_Subasta_2025-05-31_05_47_19.622_Imedea,139,18,1157.4722222222222,11.023277025366395,3.5,0900,317.509937557218
OPMM_Subasta_2025-05-31_05_47_27.022_Imedea,156,11,1051.8636363636363,9.464950901648864,3.05,0901,322.2415025384513
OPMM_Subasta_2025-05-31_05_47_36.322_Imedea,93,8,1499.5625,16.069035382300516,1.5,0903,93.34723362748942
OPMM_Subasta_2025-05-31_05_47_46.822_Imedea,120,11,1479.0,15.914402652248224,3.55,0905,223.06837884980195
OPMM_Subasta_2025-05-31_05_48_22.322_Imedea,52,13,2761.0,40.02538000391568,1.3,0912,32.47939182270902
OPMM_Subasta_2025-05-31_05_48_31.822_Imedea,70,14,2095.8928571428573,26.60411528854126,1.35,0914,50.7440290856604
OPMM_Subasta_2025-05-31_05_48_36.022_Imedea,151,17,1038.8529411764705,9.306846297886715,3.3,0915,354.57768339306557
OPMM_Subasta_2025-05-31_05_48_40.322_Imedea,23,17,2167.1176470588234,27.843641920240685,0.5,0916,17.95742099515112
OPMM_Subasta_2025-05-31_05_48_45.522_Imedea,77,18,1917.5555555555557,23.20844714736657,1.35,0917,58.168475961700985
OPMM_Subasta_2025-05-31_05_48_48.622_Imedea,91,10,1786.95,20.91610359150788,1.85,0918,88.44859616927486
OPMM_Subasta_2025-05-31_05_48_53.922_Imedea,118,9,1463.111111111111,15.687103711684962,3.25,0919,207.17654831204754
OPMM_Subasta_2025-05-31_05_48_57.023_Imedea,103,15,1831.6,21.643098461980326,1.5,0920,69.30615792535424
OPMM_Subasta_2025-05-31_05_49_02.223_Imedea,113,13,1453.4615384615386,15.39983002438542,3.7,0921,240.2623921264781
OPMM_Subasta_2025-05-31_05_49_06.623_Imedea,115,6,1473.0833333333333,15.723464104527716,2.85,0922,181.25776743938485
OPMM_Subasta_2025-05-31_05_49_37.323_Imedea,46,15,2727.4,39.2090907585792,1.3,0929,33.15557629235643
OPMM_Subasta_2025-05-31_05_49_41.523_Imedea,88,2,1755.5,20.434597944883517,1.45,0930,70.95808803828488
OPMM_Subasta_2025-05-31_05_49_46.923_Imedea,67,15,2109.0666666666666,26.71979716905914,1.4,0931,52.3956073147578
OPMM_Subasta_2025-05-31_05_49_51.223_Imedea,124,14,1399.392857142857,14.669417590556929,4.1,0932,279.49303199598546
OPMM_Subasta_2025-05-31_05_56_24.326_Imedea,123,14,1265.7142857142858,12.654882267844345,3.6,1005,284.47518703097586
OPMM_Subasta_2025-05-31_05_56_33.927_Imedea,119,13,1368.8461538461538,14.063357339772107,3.8,1008,270.2057487548402
OPMM_Subasta_2025-05-31_05_56_55.027_Imedea,128,10,1373.45,14.262202602911307,4.15,1013,290.97889824905945
OPMM_Subasta_2025-05-31_05_57_03.427_Imedea,113,11,1332.2727272727273,13.66645033486887,3.85,1015,281.71177633280746
OPMM_Subasta_2025-05-31_05_57_32.027_Imedea,53,7,2299.714285714286,30.72308228665543,1.35,1022,43.94090369592808
OPMM_Subasta_2025-05-31_05_57_36.227_Imedea,105,10,1533.15,16.645512256,3.8,1023,228.28976012019464
OPMM_Subasta_2025-05-31_05_58_18.627_Imedea,57,7,2589.6428571428573,36.64667824561782,3.05,1034,83.22718854783834
OPMM_Subasta_2025-05-31_05_58_27.128_Imedea,123,16,1333.375,13.567102110135318,4.3,1036,316.94314416545006
OPMM_Subasta_2025-05-31_05_58_51.228_Imedea,90,12,1828.7083333333333,21.788100066683906,3.5,1037,160.63814601952538
OPMM_Subasta_2025-05-31_05_59_13.528_Imedea,97,14,1317.2857142857142,13.341967068290538,1.3,1041,97.43690666795843
OPMM_Subasta_2025-05-31_05_59_19.928_Imedea,79,10,1872.6,22.386229770078366,3.6,1043,160.81314437377
OPMM_Subasta_2025-05-31_05_59_25.228_Imedea,127,13,1330.9615384615386,13.475573909398806,3.5,1044,259.7291976973876
OPMM_Subasta_2025-05-31_06_00_17.628_Imedea,58,7,3224.1428571428573,50.438410420169745,3.25,1057,64.435020313415
OPMM_Subasta_2025-05-31_06_00_20.829_Imedea,118,16,1263.75,12.48157856836553,3.95,1058,316.46638110432974
OPMM_Subasta_2025-05-31_06_00_38.629_Imedea,47,3,3073.0,46.92720393645512,3.15,1062,67.12524369160083
OPMM_Subasta_2025-05-31_06_00_51.329_Imedea,110,14,1600.642857142857,18.006448448329717,3.95,1065,219.3658572557879
OPMM_Subasta_2025-05-31_06_01_28.329_Imedea,68,5,2312.6,30.55198775733238,3.35,1074,109.64916674516573
OPMM_Subasta_2025-05-31_06_01_32.529_Imedea,77,7,2166.6428571428573,27.749768587634566,3.2,1075,115.31627695900627
OPMM_Subasta_2025-05-31_06_02_11.829_Imedea,51,10,2095.5,26.8155764964478,1.2,1082,44.75011007721431
OPMM_Subasta_2025-05-31_06_02_19.230_Imedea,94,17,1398.0,14.614296856816582,3.7,1083,253.1767375639561
OPMM_Subasta_2025-05-31_06_14_28.836_Imedea,78,11,1737.7272727272727,20.22431060924647,3.5,1218,173.05905094237502
OPMM_Subasta_2025-05-31_06_14_33.136_Imedea,84,7,1865.0714285714287,22.277530081352854,3.55,1219,159.3533927251426
OPMM_Subasta_2025-05-31_06_15_29.936_Imedea,123,8,1362.6875,13.937115169595184,3.95,1228,283.41589718776294
OPMM_Subasta_2025-05-31_06_15_35.236_Imedea,104,8,1394.6875,14.421236967140032,4.1,1229,284.3029352712382
OPMM_Subasta_2025-05-31_06_16_07.036_Imedea,31,10,2743.9,39.679464917619484,1.05,1234,26.462050387523053
OPMM_Subasta_2025-05-31_06_17_13.037_Imedea,53,13,2317.1153846153848,30.900691084004144,1.35,1244,43.688343290769716
OPMM_Subasta_2025-05-31_06_19_07.838_Imedea,57,2,1741.25,20.137479754261264,1.75,1267,86.90263237283628
OPMM_Subasta_2025-05-31_06_19_09.938_Imedea,70,6,2048.5,25.711831697526524,2.5,1268,97.23150141187723
OPMM_Subasta_2025-05-31_06_19_15.238_Imedea,104,11,1027.0454545454545,9.24475271943039,2.6,1269,281.24062145387467
OPMM_Subasta_2025-05-31_06_19_18.338_Imedea,63,3,3122.6666666666665,50.21252396854405,2.45,1270,48.79260802613344
OPMM_Subasta_2025-05-31_06_19_20.538_Imedea,110,4,1164.875,11.074644200390537,2.7,1271,243.80015747185695
OPMM_Subasta_2025-05-31_06_19_34.538_Imedea,66,4,2855.0,41.97788845469575,2.35,1273,55.98185345926144
OPMM_Subasta_2025-05-31_06_19_45.138_Imedea,106,11,1092.3636363636363,10.2136007322679,2.65,1275,259.45795899656
OPMM_Subasta_2025-05-31_06_19_53.438_Imedea,104,8,1290.5625,13.035456325068996,2.7,1277,207.12738646575224
OPMM_Subasta_2025-05-31_06_20_05.238_Imedea,67,1,2226.0,28.80574577587779,2.0,1280,69.43059261721386
OPMM_Subasta_2025-05-31_06_20_17.738_Imedea,74,1,2012.5,24.77004547144254,2.0,1282,80.74268585036738
OPMM_Subasta_2025-05-31_06_20_21.938_Imedea,86,7,1192.5714285714287,11.592425078044204,2.8,1283,241.53703656909008
OPMM_Subasta_2025-05-31_06_20_26.238_Imedea,69,6,2275.1666666666665,30.09494028410992,2.05,1284,68.11776267528919
OPMM_Subasta_2025-05-31_06_20_29.338_Imedea,100,6,1218.1666666666667,11.932351537670684,2.7,1285,226.27559969852075
OPMM_Subasta_2025-05-31_06_20_34.538_Imedea,67,4,2051.75,25.653701664690033,1.75,1286,68.21627626584254
OPMM_Subasta_2025-05-31_06_20_38.939_Imedea,71,1,1757.5,20.22286984273671,2.5,1287,123.62241459502373
OPMM_Subasta_2025-05-31_06_20_44.139_Imedea,64,4,1961.5,23.961942825749805,2.55,1288,106.4187498711389
OPMM_Subasta_2025-05-31_06_20_51.539_Imedea,77,5,1858.0,22.132314131719898,2.55,1289,115.21614887732662
OPMM_Subasta_2025-05-31_06_20_56.839_Imedea,77,3,2086.3333333333335,26.173655680796966,2.5,1290,95.51588935412622
OPMM_Subasta_2025-05-31_06_21_05.339_Imedea,69,8,1449.8125,16.51074049271488,1.6,1292,96.90661667815421
